product_Category,product_name,product_url,product_image,product_specifications
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V27LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015056.jpg?itok=m3wkBWih,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V26LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015055.jpg?itok=shwhSKG5,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V25LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015054.jpg?itok=JFQN7u3Z,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V24LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015053.jpg?itok=16M3jVie,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V23LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015052.jpg?itok=iFS4x-Kw,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V22LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015051.jpg?itok=iEnQGNRa,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V21LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015050.jpg?itok=N9kmK4tP,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Electronics pliers,Electronic Super Knips® VDE,https://www.knipex.com/products/electronics-pliers/electronic-super-knips/electronic-super-knips/7806125,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015587.jpg?itok=tdSfNBpU,"VDE-tested precision pliers for ultra fine cutting work, e.g. in electronics and fine mechanics
      Complete your set of VDE-tools
  

                

      Ground, very sharp cutting edges without bevel
      Shear cut with controlled micro cutting edge misalignment for the most precise cutting of even the thinnest of wires and for a long service life
      Precisely shaped tips cut wires close to a surface from Ø 0.2 mm
      Joint with stainless steel rivet
      Extremely smooth movement for minimum operator fatigue
      With opening spring and opening limiter
      Cutting edge hardness approx. 54 HRC
      Made of INOX tool steel"
Electronics pliers,Electronics Mounting Pliers,https://www.knipex.com/products/electronics-pliers/electronics-mounting-pliers/electronics-mounting-pliers/3622125,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013656.jpg?itok=3ZKYvsHR,"To bend and cut wire at 1.6 mm length below the board
      Precision pliers for very fine assembly and repair work in electronics
      For bending and cutting off wire ends on components
      Sturdy, zero backlash box joint
      Smooth ground gripping surfaces
      Edges carefully deburred
      Low-friction double spring for gentle and even opening
      The mirror polish together with a fine film of oil offer effective rust protection - no circuit faults caused by peeling chrome from plated tools
      Ball bearing chrome steel, oil hardened"
Electronics pliers,Electronics Mounting Pliers,https://www.knipex.com/products/electronics-pliers/electronics-mounting-pliers/electronics-mounting-pliers/3632125,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013653.jpg?itok=piQ80W_B,"To crunch and cut wire at 1.6 mm length below the board
      Precision pliers for very fine assembly and repair work in electronics
      For bending and cutting off wire ends on components
      Sturdy, zero backlash box joint
      Smooth ground gripping surfaces
      Edges carefully deburred
      Low-friction double spring for gentle and even opening
      The mirror polish together with a fine film of oil offer effective rust protection - no circuit faults caused by peeling chrome from plated tools
      Ball bearing chrome steel, oil hardened"
Tool Bags and Tool Cases,"Tool Case ""BIG Twin""",https://www.knipex.com/products/tool-bags-and-tool-cases/tool-case-big-twin-empty/tool-case-big-twinempty/002142LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015592.jpg?itok=PLBmL90j,"Free-standing in all opening positions thanks to snap-in cover holders with hinge mechanism on both sides, angle freely adjustable
      Can be opened from one or both sides; bottom and lid can be opened independently of each other
      Label field with two stickers for individual labelling
      Max. payload: 25 kg
      Volume: 38 litres
  

                

      Heavy duty ABS material, black
      Circumferential aluminium frame with securely mounted, sturdy centre wall that can be fitted on both sides, with versatile inserting options due to elasticated loops and twelve small pockets
      Metal hinges
      Three-digit combination lock for secure locking of the case
      Two metal tilt locks each for fixing the cover and the base
      Removable document compartment and removable tool board made from dirt-repelling twin-wall PP sheets with 13 tool pockets
      Base tray, can be fixed by press button, height 58 mm, can be subdivided by flexible inserts; cover plate with six large compartments
      With a total of 95 inserting options"
Cutting Pliers,Electronics End Cutting Nippers ESD,https://www.knipex.com/products/cutting-pliers/electronics-end-cutting-nippers-esd/electronics-end-cutting-nippers-esd/6422115ESD,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0016201.jpg?itok=bYQqyJac,"Precision pliers for ultra fine cutting work, e. g. in electronics and fine mechanics
      Electrically discharging handles - dissipative
      Sturdy, zero backlash box joint
      Low-friction double spring for gentle and even opening
      The mirror polish together with a fine film of oil offer effective rust protection - no circuit faults caused by peeling chrome from plated tools
      Cutters additionally laser hardened, cutter hardness at least 56 HRC
      Handles with two-colour multi-component grips black/grey
      End Cutter, mini-blade with small bevel
      Ball bearing chrome steel, oil hardened"
Grip Pliers,Welding Grip Pliers,https://www.knipex.com/products/grip-pliers/welding-grip-pliers/welding-grip-pliers/4244280,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0007285.jpg?itok=UJViPehA,"With moveable jaws
      Gripping jaws of chrome vanadium steel, drop forged
      Clamps and balances bulky work components and profiles with high ridges of up to 40 mm
      For gripping, clamping and holding of diverse profiles
      Heavy duty model
      With adjustment screw and release lever
      One-hand operation
      High clamping pressure due to toggle lever action
      Pliers body: rolled steel, high-strength"
Wire Strippers and Stripping Tools,Mini Wire Stripper,https://www.knipex.com/products/wire-strippers-and-stripping-tools/mini-wire-strippers/mini-wire-strippers/1280040SB,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0007754.jpg?itok=xhtkXD-_,"For thin copper conductors Ø 0.12 to 0.4 mm
      Precise stripping, stepwise adjustment to the conductor diameters
      With wire cutter
      Adjustable length stop from 4.0 - 15.0 mm
      With locking device
      Housing: plastic, impact-proof"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V17LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015046.jpg?itok=3-7QJHJ-,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V18LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015047.jpg?itok=nK-IIEss,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V19LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015048.jpg?itok=RV4EdED6,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V20LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015049.jpg?itok=nUBXhfIv,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V33LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015062.jpg?itok=WE7qaU4S,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V32LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015061.jpg?itok=rtY7MvOh,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V31LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015060.jpg?itok=h4ULd-aA,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Insulated Tools,Self-Clamping Slip-On Cap,https://www.knipex.com/products/insulated-tools/plastic-slip-on-caps-conical/plastic-slip-capsconical-0/986660,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0021062.jpg?itok=TQmbyI7N,"To cover bare live cable ends
      Plastic"
Tool Kits,"Toolbox ""BIG Twin Move RED"" Electric Competence",https://www.knipex.com/products/insulated-tools/toolbox-big-twin-move-red-electric-competence/toolbox-big-twin-move-red-electric-competence/989915,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015461.jpg?itok=QnC22xvL,"Hard-wearing ABS material construction, red; equipped with a range of KNIPEX tools for working on systems, tested according to DIN EN/IEC 60900
      Telescopic handle set in the base as well as two external, smooth-running skater wheels
      Free-standing in all opening positions thanks to snap-in cover holders with hinge mechanism on both sides, angle freely adjustable
      Can be opened from one or both sides; bottom and lid can be opened independently of each other
      Max. payload: 30 kg
      Volume: 38 litres
  

                

      Label field with two stickers for individual labelling
      Circumferential aluminium frame with securely mounted, sturdy centre wall that can be fitted on both sides, with versatile inserting options due to elasticated loops and twelve small pockets
      Metal hinges
      Three-digit combination lock for secure locking of the case
      Two metal tilt locks each for fixing the cover and the base
      Removable document compartment and removable tool board made from dirt-repelling twin-wall PP sheets with 13 tool pockets
      Base tray, can be fixed by press button, height 58 mm, can be subdivided by flexible inserts; cover plate with six large compartments
      Dimensions exterior (W x H x D): 520 x 435 x 290 mm; dimensions interior (W x H x D): 490 x 370 x 110/100 mm
      IEC 60900, DIN EN 60900
      With a total of 95 inserting options"
Tool Kits,"Tool Case ""Robust23"" Electric",https://www.knipex.com/products/tool-kits/tool-case-robust23-electric/tool-case-robust23-electric/002135,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015600.jpg?itok=Wuav764_,"Equipped with 25 brand tools, partly VDE-tested according to DIN EN 60900
      Max. payload: 25 kg
      Volume: 23 litres
      For the toughest conditions: Dust-tight, waterproof and temperature-resistant
  

                

      Document compartment; tool boards made from dirt-repelling twin-wall PP sheet with space for 33 tool pockets and various tool straps
      With a total of 49 inserting options
      Base tray with aluminium inserts
      Dimensions exterior (W x H x D): 470 x 370 x 190 mm; dimensions interior (W x H x D): 437 x 307 x 172 mm
      Fit-to-fly case, made from impact-resistant polypropylene
      Dustproof and watertight
      Air pressure compensation valve
      Temperature-resistant from - 30°C to +80° C
      Padlock eyelets
      Document compartment; tool boards made from dirt-repelling twin-wall PP sheet with tool pockets and tool straps
      Lockable base tray can be individually divided using aluminium separator system
      Ergonomic dual-component handle"
Pipe Wrenches and Water Pump Pliers,Pliers Wrench,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/pliers-wrenches-pliers-and-a-wrench-in-a-single-tool/pliers-wrenchespliers-and-wrench-single-tool/8601180,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015584.jpg?itok=NXVWe23t,"Replaces the need for sets of metric and imperial spanners
      Smooth jaws for damage free installation of plated fittings - working directly on chrome!
  

                

      Increased gripping capacity thanks to two additional setting positions: variable gripping of all widths across flats up to 40 mm
      10 % less weight with the same stability
      Practical adjustment scale: a laser-cut scale allows the wrench opening to be set before gripping
      Also excellent for gripping, holding, pressing and bending workpieces
      Zero backlash jaw pressure prevents damage to edges of sensitive components
      Fast adjustment by pushing a button directly on the workpiece
      No unintentional shift of the gripping jaws and no slipping of the joint
      Parallel jaws give a more solid grip; its design allows flexible adjustment of all widths up to the specified maximum size
      The ratchet type principle allows quick and easy tightening and release of all bolted connections
      Chrome vanadium electric steel, forged, oil-hardened"
Tool Bags and Tool Cases,"Tool Bag ""LightPack""",https://www.knipex.com/products/tool-bags-and-tool-cases/tool-bag-lightpack-empty/tool-bag-lightpackempty/002108LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015554.jpg?itok=gQEVVWFB,"Can be opened from both sides
      Made from tough polyester fabric, with zip fasteners and hook-and-loop fastener
      Tool loops inside
      Plastic base tray
      Steel handle with softgrip
      Shoulder strap (can also be used as tool belt)
      Max. payload: 20 kg
      Bag without tools"
Tools with tethering,Carabiner,https://www.knipex.com/products/tools-with-tethering/carabiners/carabiners/005003TBK,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0021056.jpg?itok=SJKSbCLw,"For use in building construction, civil engineering, building maintenance; for industrial climbers, roofers, mountaineers, in rock climbing, for trade fair projects
      Twistlock: prevents unintentional opening of the carabiner
      Mushroom head lock to increase tensile strength
      With pin to create an eyelet: can be inserted for a permanent connection between carabiner and tether/adapter strap
      Robust and light thanks to high-strength aluminium
      Contents: 2 carabiners, security pins
      Not approved for personal protection!
      Read all warnings and instructions on product and packaging carefully prior to use
      NO PPE = No Personal Protective Equipment
      Only for latching tools from the KNIPEX Tethered Tools range, connected and combined in accordance with tethering system instructions
      Do not use around moving or rotating equipment
      Will not support human weight
      Inspect for wear before each use. Do not use if evidence of wear."
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V30LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015059.jpg?itok=JrYl8_sS,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Sales Aids,Counter Display,https://www.knipex.com/products/sales-aids/counter-displays-empty/counter-displaysempty/001801V29LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015058.jpg?itok=dqVjgesh,"Display of high-quality cardboard with high gloss print
      Small size, minimum space required at the point of sales"
Gripping Pliers,Flat Nose Pliers,https://www.knipex.com/products/gripping-pliers/gripping-pliers-needle-nose-pliers/gripping-pliersneedle-nose-pliers/3111160,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020557.jpg?itok=mEt09OHD,"Precision pliers for very exact assembly, bending and adjusting work
      With extra long jaws: length of jaws 55.0 mm
      Smooth ground gripping surfaces
      Edges carefully deburred
      Chrome vanadium electric steel, forged, oil-hardened"
Gripping Pliers,Flat Nose Pliers,https://www.knipex.com/products/gripping-pliers/gripping-pliers-needle-nose-pliers/gripping-pliersneedle-nose-pliers/3115160,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0005476.jpg?itok=Q74BmROH,"Precision pliers for very exact assembly, bending and adjusting work
      With extra long jaws: length of jaws 55.0 mm
      Smooth ground gripping surfaces
      Edges carefully deburred
      Straight jaws
      Chrome vanadium electric steel, forged, oil-hardened"
Gripping Pliers,Flat Nose Pliers,https://www.knipex.com/products/gripping-pliers/gripping-pliers-needle-nose-pliers/gripping-pliersneedle-nose-pliers/3121160,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020554.jpg?itok=zlCPaRzU,"Precision pliers for very exact assembly, bending and adjusting work
      With extra long jaws: length of jaws 55.0 mm
      Smooth ground gripping surfaces
      Edges carefully deburred
      Chrome vanadium electric steel, forged, oil-hardened"
Gripping Pliers,Flat Nose Pliers,https://www.knipex.com/products/gripping-pliers/gripping-pliers-needle-nose-pliers/gripping-pliersneedle-nose-pliers/3125160,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020551.jpg?itok=TNZs7wso,"Precision pliers for very exact assembly, bending and adjusting work
      With extra long jaws: length of jaws 55.0 mm
      Smooth ground gripping surfaces
      Edges carefully deburred
      45° bent jaws
      Chrome vanadium electric steel, forged, oil-hardened"
Cutting Pliers,High Leverage Flush Cutter,https://www.knipex.com/products/cutting-pliers/high-leverage-flush-cutter-for-soft-metal-and-plastic/high-leverage-flush-cutterfor-soft-metal-and-plastic/7262200,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006874.jpg?itok=7hEwzOQ6,"For easy and flush cutting of soft metal or thicker profiles and plastic components
  

                

      Energy-saving, flush cutting also of thick workpieces thanks to extremely effective lever action mechanism with very low friction
      Space for hands and flush cutting due to 20° angled head with joint bar on one side
      Opening spring and locking device are integrated in the handles also for comfortable work and protected transport
      Precision cutting edges for soft material
      Durable due to induction-hardened cutting edges to 59 HRC
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Insulated Tools,KNIPEX X-Cut®,https://www.knipex.com/products/cutting-pliers/knipex-x-cut-compact-diagonal-cutters-high-lever-transmission/knipex-x-cutcompact-diagonal-cuttershigh-lever-transmission/7306160T,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006858.jpg?itok=CsRqD1jX,"Cuts finest strands as well as multi-core cables and piano wires
      Powerful, light and universal
  

                

      Pliers with integrated, insulated tether attachment point for a tool tether
      High cutting performance with minimum effort due to optimum coordination of the cutting edge angle and transmission ratio
      Box-joint design: highest stability with low weight
      Doubly supported joint axis for heavy duty
      Large opening width for thicker cables
      Cuts precisely, even through fine copper wires
      Compact, low-weight construction
      Universally usable, in the assembly, maintenance and production
      40% less force required compared with standard diagonal cutters of the same length
      Chrome vanadium heavy-duty steel, forged, multi stage oil-hardened"
Insulated Tools,High Leverage Diagonal Cutter,https://www.knipex.com/products/cutting-pliers/high-leverage-diagonal-cutters/high-leverage-diagonal-cutters/7406200T,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006783.jpg?itok=7k4OZFiP,"Pliers with integrated, insulated tether attachment point for a tool tether
      For very tough, continuous use
      High cutting performance with minimum effort due to optimum coordination of the cutting edge angle and transmission ratio
      Precision cutting edges additionally induction-hardened (cutting edge hardness approx. 64 HRC), for all sorts of wire including piano wire
      Chrome vanadium heavy-duty steel, forged, multi stage oil-hardened"
Sales Aids,Show cabinet for product presentation,https://www.knipex.com/products/sales-aids/show-cabinets-for-product-presentation-for-assembly-to-tool-bars/show-cabinets-product-presentationfor-assembly-tool-bars/001930VIT4,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015779.jpg?itok=iZNjEEWj,"Compact show cabinet according to the motto ""visible but secure""
      Including hook for suspension of display on the tool bar, but without tool bar hooks or pliers
      Dimensions (W x H x D): 500 x 375 x 150 mm"
Tool Bags and Tool Cases,"Tool case ""Focus""",https://www.knipex.com/products/tool-bags-and-tool-cases/tool-case-focus-empty/tool-case-focusempty/002130LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0008065.jpg?itok=jS8MgaUx,"90 mm deep base tray with variable compartments (e.g. for measuring and testing instruments)
      Max. payload: 25 kg
      Volume: 35 litres
  

                

      Sturdy ABS hard-shell construction with aluminium frame and wraparound buffer protection
      Document compartment and pen holding straps
      One removable tool plate, with elastic loops on both sides
      One cover plate with elastic loops and tool protection cloth
      Sturdy metal locks and three-digit combination lock protect the contents of the case
      Strong, ergonomic handle
      Feet on both sides
      Colour: silver, aluminium look
      External dimensions (W x H x D): 520 x 420 x 210 mm; internal dimensions (W x H x D): 480 x 360 x 200 mm"
Tool Bags and Tool Cases,Tool Roll,https://www.knipex.com/products/tool-bags-and-tool-cases/tool-roll-empty/tool-rollempty/989913LE,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015471.jpg?itok=uoPYSUlM,"Tool roll made of hard-wearing polyester fabric
      With practical, adjustable quick release fastener
      Dimensions, open (L x H): 830 x 310 mm"
Tool Kits,Extension Set Electro 2,https://www.knipex.com/products/tool-kits/extension-sets-electro/extension-sets-electro/002090V02,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020767.jpg?itok=oEj0x485,
Insulated Tools,High Leverage Diagonal Cutter,https://www.knipex.com/products/cutting-pliers/high-leverage-diagonal-cutters/high-leverage-diagonal-cutters/7406250T,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006777.jpg?itok=OcSWJPHW,"Pliers with integrated, insulated tether attachment point for a tool tether
      For very tough, continuous use
      High cutting performance with minimum effort due to optimum coordination of the cutting edge angle and transmission ratio
      Precision cutting edges additionally induction-hardened (cutting edge hardness approx. 64 HRC), for all sorts of wire including piano wire
      Chrome vanadium heavy-duty steel, forged, multi stage oil-hardened"
Electronics pliers,Electronic Super Knips® XL,https://www.knipex.com/products/electronics-pliers/electronic-super-knips-xl/electronic-super-knips-xl/7803140,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006619.jpg?itok=hZPBaEq4,"Additional 15 mm longer version: greater stability, greater cutting performance
  

                

      Durable and stainless, made of INOX surgical steel
      Cutting edge hardness approx. 54 HRC
      Precision-ground cutting edges without bevel for precise and flush cutting of the finest wires, e.g. in electronics and fine mechanics
      Precisely shaped tips cut wires close to a surface from Ø 0.2 mm
      With opening spring and opening limiter for comfortable, ergonomic and fast working thanks to automatic opening and comfortable handle width
      Extremely easy movement for fatigue-free work due to precise joint with stainless steel rivet
      INOX tool steel"
Electronics pliers,Electronic Super Knips® XL,https://www.knipex.com/products/electronics-pliers/electronic-super-knips-xl/electronic-super-knips-xl/7861140,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006592.jpg?itok=eHbC5PA-,"Additional 15 mm longer version: greater stability, greater cutting performance
  

                

      High load capacity, made of burnished special tool steel, cutting edges additionally induction-hardened to 64 HRC
      Precision-ground cutting edges without bevel for precise and flush cutting of the finest wires, e.g. in electronics and fine mechanics
      Precisely shaped tips cut wires close to a surface from Ø 0.2 mm
      With opening spring and opening limiter for comfortable, ergonomic and fast working thanks to automatic opening and comfortable handle width
      Extremely easy movement for fatigue-free work due to precise joint with stainless steel rivet
      Special tool steel, oil hardened in multiple stages"
Electronics pliers,Electronic Super Knips® XL ESD,https://www.knipex.com/products/electronics-pliers/electronic-super-knips-xl-esd/electronic-super-knips-xl-esd/7803140ESD,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006616.jpg?itok=ck9jEnX4,"Additional 15 mm longer version: greater stability, greater cutting performance
  

                

      Durable and stainless, made of INOX surgical steel
      Cutting edge hardness approx. 54 HRC
      Precision-ground cutting edges without bevel for precise and flush cutting of the finest wires, e.g. in electronics and fine mechanics
      Precisely shaped tips cut wires close to a surface from Ø 0.2 mm
      With opening spring and opening limiter for comfortable, ergonomic and fast working thanks to automatic opening and comfortable handle width
      Extremely easy movement for fatigue-free work due to precise joint with stainless steel rivet
      INOX tool steel"
Electronics pliers,Electronic Super Knips® XL ESD,https://www.knipex.com/products/electronics-pliers/electronic-super-knips-xl-esd/electronic-super-knips-xl-esd/7861140ESD,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006589.jpg?itok=7cAgHZ9k,"Additional 15 mm longer version: greater stability, greater cutting performance
  

                

      High load capacity, made of burnished special tool steel, cutting edges additionally induction-hardened to 64 HRC
      Precision-ground cutting edges without bevel for precise and flush cutting of the finest wires, e.g. in electronics and fine mechanics
      Precisely shaped tips cut wires close to a surface from Ø 0.2 mm
      With opening spring and opening limiter for comfortable, ergonomic and fast working thanks to automatic opening and comfortable handle width
      Extremely easy movement for fatigue-free work due to precise joint with stainless steel rivet
      Special tool steel, oil hardened in multiple stages"
Pipe Wrenches and Water Pump Pliers,Pipe Wrench 90°,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/pipe-wrenches-90/pipe-wrenches/8310015,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006502.jpg?itok=KPQGPfxr,"Swedish pattern
      90° angled jaws
      Jaws with offset teeth in opposite direction
      Teeth additionally induction-hardened
      I-beam handle design
      Captive adjusting nut
      Red powder-coated, jaws bright ground
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Wire Strippers and Stripping Tools,KNIPEX StriX®,https://www.knipex.com/products/wire-strippers-and-stripping-tools/knipex-strix-insulation-strippers-with-cable-shears/knipex-strixinsulation-strippers-cable-shears/1362180,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0007722.jpg?itok=mtFUybPH,"Wire stripper with cable shears – two essential electrical installations tools in one pair of pliers
  

                

      Integrated cable shears for the clean cutting of Cu- and Al-cables without crushing
      Cutting edges additionally induction-hardened, cutting edge hardness approx. 57 HRC
      Universal adjustment of the stripping blades by means of a knurled screw
      Slim dimensions for easy access
      Stripping of single-, multi- and fine stranded conductors with plastic or rubber insulation up to Ø 5 mm or 10 mm² cross-section
      Graduated jaw provides a visual orientation aid when stripping wire in standard lengths (11 mm and 16 mm)
      High-grade special tool steel, forged, multi stage oil-hardened"
Insulated Tools,KNIPEX StriX®,https://www.knipex.com/products/wire-strippers-and-stripping-tools/knipex-strix-insulation-strippers-with-cable-shears/knipex-strixinsulation-strippers-cable-shears/1366180,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0007719.jpg?itok=WBMzXfrx,"Wire stripper with cable shears – two essential electrical installations tools in one pair of pliers
  

                

      Integrated cable shears for the clean cutting of Cu- and Al-cables without crushing
      Cutting edges additionally induction-hardened, cutting edge hardness approx. 57 HRC
      Universal adjustment of the stripping blades by means of a knurled screw
      Slim dimensions for easy access
      Stripping of single-, multi- and fine stranded conductors with plastic or rubber insulation up to Ø 5 mm or 10 mm² cross-section
      Graduated jaw provides a visual orientation aid when stripping wire in standard lengths (11 mm and 16 mm)
      High-grade special tool steel, forged, multi stage oil-hardened"
Insulated Tools,KNIPEX StriX®,https://www.knipex.com/products/wire-strippers-and-stripping-tools/knipex-strix-insulation-strippers-with-cable-shears/knipex-strixinsulation-strippers-cable-shears/1366180T,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0007716.jpg?itok=xbL0Wx_6,"Wire stripper with cable shears – two essential electrical installations tools in one pair of pliers
  

                

      Pliers with integrated, insulated tether attachment point for a tool tether
      Integrated cable shears for the clean cutting of Cu- and Al-cables without crushing
      Cutting edges additionally induction-hardened, cutting edge hardness approx. 57 HRC
      Universal adjustment of the stripping blades by means of a knurled screw
      Slim dimensions for easy access
      Stripping of single-, multi- and fine stranded conductors with plastic or rubber insulation up to Ø 5 mm or 10 mm² cross-section
      Graduated jaw provides a visual orientation aid when stripping wire in standard lengths (11 mm and 16 mm)
      High-grade special tool steel, forged, multi stage oil-hardened"
Insulated Tools,Pliers for Electrical Installation,https://www.knipex.com/products/combination-and-multifunctional-pliers/pliers-for-electrical-installation/pliers-electrical-installation/1396200T,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0007686.jpg?itok=uKsuJVMu,"6 functions in one pair of pliers
      Multifunctional pliers for the electrical installation; to grip flat and round material, for bending, deburring, cutting cable, stripping and crimping wire ferrules
  

                

      Pliers with integrated, insulated tether attachment point for a tool tether
      Smooth surfaces near the tips grip single cores without damaging them; serrated gripping surfaces and pipe grip for gripping flat and round material
      Clear-cut outside edge on the gripping surfaces for working on flush-mounted junction boxes and deburring feed-through holes
      Stripping holes for conductors of 0.75 - 1.5 mm² and 2.5 mm²
      Crimping die for wire ferrules 0.5 - 2.5 mm²
      Cable shears with (induction-hardened) precision cutting edges for copper and aluminium cables up to 5 x 2.5 mm² / Ø 15 mm
      Slim dimensions for easy access
      Bolted joint: precise, zero backlash operation of pliers
      High-grade special tool steel, forged, multi stage oil-hardened"
